gene	STRING_id
DLK1	9606.ENSP00000340292
NAT8L	9606.ENSP00000413064
TNFRSF4	9606.ENSP00000368538
SERPINA5	9606.ENSP00000333203
S100A16	9606.ENSP00000357693
TMEM198	9606.ENSP00000343507
S100A13	9606.ENSP00000357688
MAOA	9606.ENSP00000340684
MMP23B	9606.ENSP00000348308
SPOCK3	9606.ENSP00000349677
THEM5	9606.ENSP00000357807
AJAP1	9606.ENSP00000367433
CRACDL	9606.ENSP00000380996
FAM163B	9606.ENSP00000349336
DIO3	9606.ENSP00000427336
MAP3K5	9606.ENSP00000351908
ADAMTSL2	9606.ENSP00000346478
CARD11	9606.ENSP00000380150
APCDD1L	9606.ENSP00000360191
SOWAHA	9606.ENSP00000367965
DMD	9606.ENSP00000354923
SOX18	9606.ENSP00000341815
DISP3	9606.ENSP00000294484
CD177	9606.ENSP00000479536
PCDHGA1	9606.ENSP00000431083
LCNL1	9606.ENSP00000386162
TNFRSF25	9606.ENSP00000367013
BTBD19	9606.ENSP00000395461
ELFN1	9606.ENSP00000456548
FAM30A	9606.ENSP00000483092
KLLN	9606.ENSP00000392204
LTB	9606.ENSP00000410481
TNF	9606.ENSP00000398698
TWIST2	9606.ENSP00000482581
AQP1	9606.ENSP00000311165
IFITM10	9606.ENSP00000344430
FOXD1	9606.ENSP00000481581
TMEM200B	9606.ENSP00000428544
DOC2B	9606.ENSP00000482950
DACH1	9606.ENSP00000482245
ZNF229	9606.ENSP00000479884
