gene	STRING_id
SERPINI1	9606.ENSP00000295777
SPRY1	9606.ENSP00000481675
IL15	9606.ENSP00000296545
EDIL3	9606.ENSP00000296591
CMBL	9606.ENSP00000296658
MYOZ3	9606.ENSP00000297130
GPR85	9606.ENSP00000297146
GEM	9606.ENSP00000297596
SYK	9606.ENSP00000364907
NFIL3	9606.ENSP00000297689
SVEP1	9606.ENSP00000384917
DEPP1	9606.ENSP00000298295
LARGE2	9606.ENSP00000432869
HTRA1	9606.ENSP00000357980
SVOP	9606.ENSP00000479104
ANPEP	9606.ENSP00000300060
NAT16	9606.ENSP00000300303
MLKL	9606.ENSP00000308351
GFRA2	9606.ENSP00000428518
LRP1B	9606.ENSP00000374135
FSTL5	9606.ENSP00000305334
CPLX1	9606.ENSP00000305613
KCNAB1	9606.ENSP00000419952
LDB2	9606.ENSP00000306772
LINGO1	9606.ENSP00000347451
TM4SF1	9606.ENSP00000304277
TMEM192	9606.ENSP00000305069
NSG2	9606.ENSP00000307722
SMAD1	9606.ENSP00000426568
CYTL1	9606.ENSP00000303550
HAS2	9606.ENSP00000306991
CDC42BPG	9606.ENSP00000345133
SOSTDC1	9606.ENSP00000304930
TPPP	9606.ENSP00000353785
P2RY6	9606.ENSP00000480966
COL8A2	9606.ENSP00000380901
MLLT3	9606.ENSP00000369695
ZNF556	9606.ENSP00000302603
GAP43	9606.ENSP00000377372
ID4	9606.ENSP00000367972
HPSE2	9606.ENSP00000359583
ABLIM3	9606.ENSP00000425394
GLRX	9606.ENSP00000369314
SYT12	9606.ENSP00000377520
C1QTNF1	9606.ENSP00000340864
UGT8	9606.ENSP00000311648
BRSK2	9606.ENSP00000371614
NRIP3	9606.ENSP00000310205
PRR18	9606.ENSP00000319590
MYO1D	9606.ENSP00000324527
BASP1	9606.ENSP00000319281
GRIN1	9606.ENSP00000360608
CAVIN1	9606.ENSP00000349541
DNAJC22	9606.ENSP00000446830
CEP295NL	9606.ENSP00000312767
MPI	9606.ENSP00000318318
HES7	9606.ENSP00000446205
HTR1D	9606.ENSP00000363748
RNF182	9606.ENSP00000420465
MB21D2	9606.ENSP00000376246
CHST13	9606.ENSP00000317404
ZFP3	9606.ENSP00000320347
GREM2	9606.ENSP00000318650
CHRM2	9606.ENSP00000399745
TMEM45A	9606.ENSP00000319009
FDCSP	9606.ENSP00000318437
PHLDA2	9606.ENSP00000319231
CHST15	9606.ENSP00000402394
FAM89A	9606.ENSP00000355614
LDOC1	9606.ENSP00000359557
HHIPL1	9606.ENSP00000330601
C1S	9606.ENSP00000385035
TSHZ2	9606.ENSP00000360552
NDN	9606.ENSP00000332643
TENT5C	9606.ENSP00000358458
MARCHF11	9606.ENSP00000333181
LHFPL6	9606.ENSP00000368908
ZNF703	9606.ENSP00000332325
SLC35F3	9606.ENSP00000355577
PNMA3	9606.ENSP00000469445
NPW	9606.ENSP00000330070
ST6GALNAC3	9606.ENSP00000329214
C6orf58	9606.ENSP00000328069
SOCS3	9606.ENSP00000330341
C14orf180	9606.ENSP00000333041
NELL2	9606.ENSP00000416341
IFITM2	9606.ENSP00000484689
PMEL	9606.ENSP00000402758
IFIT1	9606.ENSP00000360869
GSAP	9606.ENSP00000257626
ANKRD37	9606.ENSP00000335147
BTN3A2	9606.ENSP00000348751
MYT1L	9606.ENSP00000396103
C17orf58	9606.ENSP00000402020
PDZD7	9606.ENSP00000480489
AKR1C1	9606.ENSP00000370254
KCNJ11	9606.ENSP00000345708
SLC18A3	9606.ENSP00000363229
GABRD	9606.ENSP00000367848
S100A3	9606.ENSP00000357702
INSC	9606.ENSP00000368872
RELN	9606.ENSP00000392423
FHIT	9606.ENSP00000417480
AKR1C3	9606.ENSP00000369927
GRM7	9606.ENSP00000350348
NUDT11	9606.ENSP00000365160
SPTSSB	9606.ENSP00000352097
SULF2	9606.ENSP00000353007
LAMB3	9606.ENSP00000375778
OGDHL	9606.ENSP00000363216
OCLN	9606.ENSP00000347379
TEAD4	9606.ENSP00000352926
ZNF311	9606.ENSP00000366384
RCSD1	9606.ENSP00000356828
POU3F3	9606.ENSP00000355001
L3MBTL3	9606.ENSP00000431962
TGM2	9606.ENSP00000355330
LAYN	9606.ENSP00000364765
INSYN2B	9606.ENSP00000366582
CFI	9606.ENSP00000378130
LBH	9606.ENSP00000378733
SCRT2	9606.ENSP00000246104
PPP1R3G	9606.ENSP00000393832
CEBPD	9606.ENSP00000386165
SLC12A8	9606.ENSP00000377112
STON1	9606.ENSP00000384615
ANKRD34A	9606.ENSP00000475189
RAB7B	9606.ENSP00000479762
SOD2	9606.ENSP00000446252
